"type","entry","url","detail"
"dead","trump-storms-out-scotus-birthright-citizenship","https://www.cnn.com/2026/04/01/politics/trump-scotus-birthright-citizenship-arguments","404"
"dead","trump-storms-out-scotus-birthright-citizenship","https://www.nbcnews.com/politics/supreme-court-birthright-citizenship-trump-arguments","404"
"dead","trump-storms-out-scotus-birthright-citizenship","https://www.reuters.com/world/us/trump-scotus-birthright-citizenship-arguments/","401 (Reuters — fabrication signal)"
"dead","trump-sues-bbc-10-billion","https://abcnews.go.com/Entertainment/wireStory/bbc-seeks-dismiss-trumps-10b-defamation-lawsuit-florida-129157222","404"
"dead","trump-sues-irs-10-billion","https://abcnews.go.com/Business/wireStory/trumps-10-billion-lawsuit-irs-raises-conflict-interest-129797652","404"
"dead","trump-threatens-destroy-iran-desalination-plants","https://www.aljazeera.com/news/2026/3/22/is-trumps-threat-to-bomb-irans-civilian-infrastructure-a-war-crime","404"
"dead","trump-treason-question-health","https://abcnews.go.com/US/wireStory/new-york-times-after-trump-post-deterred-writing-128290095","404"
"dead","trump-ufc-cage-south-lawn-80th-birthday","https://apnews.com/article/trump-ufc-white-house-250th-birthday","404"
"dead","trump-university-fraud","https://www.npr.org/sections/thetwo-way/2016/11/18/502587293/trump-agrees-to-25-million-settlement-in-trump-university-fraud-cases","404"
"dead","trump-university-fraud","https://www.cnn.com/2018/04/10/politics/trump-university-settlement/index.html","404"
"dead","trump-university-fraud","https://ag.ny.gov/press-release/2013/ag-schneiderman-files-civil-fraud-lawsuit-against-donald-trump-trump-university","404"
"dead","trump-vermin-speech","https://abcnews.go.com/Politics/trumps-use-vermin-describe-political-opponents-draws-comparisons/story?id=104868461","404"
"dead","trump-vermin-speech","https://www.rollingstone.com/politics/politics-news/trump-vermin-veterans-day-rally-1234881872/","404"
"dead","trump-vermin-speech","https://www.poynter.org/fact-checking/2023/trump-vermin-veterans-day-fascism/","404"
"dead","two-dozen-states-sue-fema-dhs-election-immigration-conditions","https://abcnews.com/US/wireStory/24-states-sue-trump-administration-after-put-conditions-135027371","404"
"dead","uk-withholding-intelligence-trump","https://www.theguardian.com/us-news/uk-intelligence-sharing-caribbean-trump","404"
"dead","uk-withholding-intelligence-trump","https://www.reuters.com/world/netherlands-intelligence-sharing-us-review/","401 (Reuters — fabrication signal)"
"dead","vance-blindsided-budapest-learns-strikes-from-reporters","https://www.cnn.com/2026/04/07/politics/vance-budapest-iran-strikes-blindsided","404"
"dead","vance-blindsided-budapest-learns-strikes-from-reporters","https://www.washingtonexaminer.com/news/vance-budapest-trump-iran-leverage/","404"
"dead","white-house-ice-polling-places-midterms","https://www.union-bulletin.com/news/national/ice-should-surround-polling-places-in-midterm-elections-steve-bannon-says/article_b512bfd3-92ef-5282-b9c1-1e783e4ba2f0.html","404"
"dead","white-house-leaks-easter-lunch-king-quote","https://www.cnn.com/2026/04/02/politics/trump-easter-lunch-king-leaked-video","404"
"dead","white-house-leaks-easter-lunch-king-quote","https://www.thedailybeast.com/trump-leaked-easter-lunch-take-oil-iran/","404"
